.16,1971
.16,1972
.17,1973
.19,1974
.21,1975
.22,1976
.24,1977
.25,1978
.28,1979
.32,1980
.35,1981
.37,1982
.39,1983
.40,1984
.42,1985
.43,1986
.44,1987
.46,1988
.48,1989
.51,1990
.53,1991
.55,1992
.56,1993
.58,1994
.59,1995
.61,1996
.62,1997
.63,1998
.65,1999
.67,2000
.69,2001
.70,2002
.71,2003
.73,2004
.76,2005
.78,2006
.81,2007
.84,2008
.83,2009
.85,2010
.87,2011
.89,2012
.91,2013
.92,2014
.92,2015
.93,2016
.95,2017
.98,2018
1.0,2019
